Type;Date;Time;From_Account;To_Account;From_Amount;From_Amount_LCY;To_Amount;To_Amount_LCY;From_Currency;To_Currency;Payment_type;Payment_Status;Labels;Notes
Transfer;2022-07-10;16:41;AirBank - Spořící;AirBank - Společný;1000.0;1000.0;1000.0;1000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2022-07-11;11:21;KB - Personal - účet;CZK;7000.0;7000.0;7000.0;7000.0;CZK;CZK;Transfer;Cleared;[];
Transfer;2022-07-11;11:29;AirBank - Spořící;AirBank - Společný;1500.0;1500.0;1500.0;1500.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2022-07-11;11:33;AirBank - Společný;CZK - Společný;1000.0;1000.0;1000.0;1000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2022-07-11;17:32;CZK;Trezor;7000.0;7000.0;7000.0;7000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2022-07-13;07:02;KB - Personal - účet;AirBank - Společný;10000.0;10000.0;10000.0;10000.0;CZK;CZK;Transfer;Reconciled;['Vklad - Honza'];
Transfer;2022-07-13;07:02;KB - Personal - účet;AirBank - Spořící;20000.0;20000.0;20000.0;20000.0;CZK;CZK;Transfer;Reconciled;['Vklad - Honza'];
Transfer;2022-07-13;10:56;KB - Personal - účet;AirBank - Spořící;1000.0;1000.0;1000.0;1000.0;CZK;CZK;Transfer;Reconciled;['Renault Laguna', 'Vklad - Honza'];Zaloha na Renault Laguna service, pojisteni, ruceni
Transfer;2022-07-13;15:53;CZK - Společný;AirBank - Společný;8000.0;8000.0;8000.0;8000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2022-07-13;15:54;AirBank - Společný;AirBank - Spořící;8000.0;8000.0;8000.0;8000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2022-07-20;08:06;Trezor;CZK;7000.0;7000.0;7000.0;7000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2022-07-20;22:03;AirBank - Spořící;AirBank - Společný;30000.0;30000.0;30000.0;30000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2022-07-20;22:04;AirBank - Společný;CZK - Společný;30000.0;30000.0;30000.0;30000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2022-07-23;12:51;AirBank - Společný;AirBank - Spořící;8000.0;8000.0;8000.0;8000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2022-07-23;12:51;CZK - Společný;AirBank - Společný;8000.0;8000.0;8000.0;8000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2022-07-24;19:50;AirBank - Spořící;AirBank - Společný;500.0;500.0;500.0;500.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2022-07-26;12:37;AirBank - Spořící;AirBank - Společný;2000.0;2000.0;2000.0;2000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2022-07-26;12:39;AirBank - Společný;CZK - Společný;1600.0;1600.0;1600.0;1600.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2022-07-28;13:46;AirBank - Spořící;AirBank - Společný;500.0;500.0;500.0;500.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2022-07-29;16:21;AirBank - Spořící;AirBank - Společný;1000.0;1000.0;1000.0;1000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2022-07-30;18:44;AirBank - Spořící;AirBank - Společný;1500.0;1500.0;1500.0;1500.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2022-08-02;14:25;KB - Personal - účet;AirBank - Spořící;6466.0;6466.0;6466.0;6466.0;CZK;CZK;Transfer;Reconciled;['Renault Laguna', 'Vklad - Honza'];
Transfer;2022-08-03;20:31;AirBank - Spořící;AirBank - Společný;1000.0;1000.0;1000.0;1000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2022-08-04;10:17;AirBank - Spořící;AirBank - Společný;2235.18;2235.18;2235.18;2235.18;CZK;CZK;Transfer;Reconciled;[];
Transfer;2022-08-08;09:14;AirBank - Spořící;AirBank - Společný;1000.0;1000.0;1000.0;1000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2022-08-09;13:14;KB - Personal - účet;AirBank - Společný;10000.0;10000.0;10000.0;10000.0;CZK;CZK;Transfer;Reconciled;['Vklad - Honza'];
Transfer;2022-08-09;13:14;KB - Personal - účet;AirBank - Spořící;20000.0;20000.0;20000.0;20000.0;CZK;CZK;Transfer;Reconciled;['Vklad - Honza'];
Transfer;2022-08-09;13:14;KB - Personal - účet;AirBank - Spořící;1000.0;1000.0;1000.0;1000.0;CZK;CZK;Transfer;Reconciled;['Renault Laguna', 'Vklad - Honza'];Zaloha na Renault Laguna service, pojisteni, ruceni
Transfer;2022-08-09;13:15;KB - Personal - účet;AirBank - Spořící;500.0;500.0;500.0;500.0;CZK;CZK;Transfer;Reconciled;['Vklad - Honza'];Záloha na Salinkartu
Transfer;2022-08-11;14:24;KB - Personal - účet;CZK;600.0;600.0;600.0;600.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2022-08-12;12:40;AirBank - Spořící;KB - Personal - účet;2500.0;2500.0;2500.0;2500.0;CZK;CZK;Transfer;Reconciled;['Vklad - Honza'];
Transfer;2022-08-18;07:34;AirBank - Spořící;KB - Personal - účet;2000.0;2000.0;2000.0;2000.0;CZK;CZK;Transfer;Reconciled;['Vklad - Honza'];Zpět na KB
Transfer;2022-08-23;19:20;AirBank - VASKO TechDesign;EUR;169.64;169.64;6.7;169.64;CZK;EUR;Transfer;Reconciled;[];
Transfer;2022-08-24;07:43;AirBank - Spořící;KB - Personal - účet;1000.0;1000.0;1000.0;1000.0;CZK;CZK;Transfer;Reconciled;['Vklad - Honza'];
Transfer;2022-08-26;20:44;AirBank - Spořící;KB - Personal - účet;1000.0;1000.0;1000.0;1000.0;CZK;CZK;Transfer;Reconciled;['Vklad - Honza'];
Transfer;2022-08-30;10:48;AirBank - Společný;CZK - Společný;1400.0;1400.0;1400.0;1400.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2022-08-30;13:25;AirBank - Spořící;AirBank - Společný;1000.0;1000.0;1000.0;1000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2022-08-31;07:50;AirBank - Spořící;AirBank - Společný;1000.0;1000.0;1000.0;1000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2022-09-01;14:47;AirBank - Spořící;AirBank - Společný;2758.28;2758.28;2758.28;2758.28;CZK;CZK;Transfer;Reconciled;[];
Transfer;2022-09-03;15:48;AirBank - Společný;CZK - Společný;1000.0;1000.0;1000.0;1000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2022-09-06;16:19;AirBank - Spořící;AirBank - Společný;25000.0;25000.0;25000.0;25000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2022-09-07;08:46;AirBank - Spořící;AirBank - Společný;5000.0;5000.0;5000.0;5000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2022-09-08;13:01;AirBank - Spořící;AirBank - Společný;10000.0;10000.0;10000.0;10000.0;CZK;CZK;Transfer;Reconciled;[];
