Type;Date;Notes;Labels;From_Account;From_Amount;From_Amount_LCY;From_Currency;From_Exchange_Rate;To_Account;To_Amount;To_Amount_LCY;To_Currency;To_Exchange_Rate;Time;Payment type;Payment status;Place
Transfer;2022-04-25;;[];AirBank - Spořící;1232.0;1232.0;CZK;1.0;AirBank - Společný;1232.0;1232.0;CZK;1.0;10:12;Transfer;Reconciled;
Transfer;2022-04-25;;[];AirBank - Spořící;2580.0;2580.0;CZK;1.0;AirBank - Společný;2580.0;2580.0;CZK;1.0;10:07;Transfer;Reconciled;
Transfer;2022-04-24;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;11:22;Transfer;Reconciled;
Transfer;2022-04-23;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;17:47;Transfer;Reconciled;
Transfer;2022-04-23;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;10:25;Transfer;Reconciled;
Transfer;2022-04-21;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;14:23;Transfer;Reconciled;
Transfer;2022-04-21;;['Vklad - Honza'];KB - Personal - účet;5000.0;5000.0;CZK;1.0;AirBank - Spořící;5000.0;5000.0;CZK;1.0;11:44;Transfer;Reconciled;
Transfer;2022-04-20;;[];AirBank - Společný;4000.0;4000.0;CZK;1.0;AirBank - Spořící;4000.0;4000.0;CZK;1.0;11:26;Transfer;Reconciled;
Transfer;2022-04-20;;[];CZK - Společný;4000.0;4000.0;CZK;1.0;AirBank - Společný;4000.0;4000.0;CZK;1.0;09:57;Transfer;Reconciled;
Transfer;2022-04-19;;[];AirBank - Spořící;2000.0;2000.0;CZK;1.0;AirBank - Společný;2000.0;2000.0;CZK;1.0;20:29;Transfer;Reconciled;
Transfer;2022-04-15;;[];AirBank - Společný;5000.0;5000.0;CZK;1.0;CZK - Společný;5000.0;5000.0;CZK;1.0;09:10;Transfer;Reconciled;
Transfer;2022-04-15;;[];AirBank - Spořící;5000.0;5000.0;CZK;1.0;AirBank - Společný;5000.0;5000.0;CZK;1.0;09:09;Transfer;Reconciled;
Transfer;2022-04-08;Zaloha na Renault Laguna service, pojisteni, ruceni;['Renault Laguna', 'Vklad - Honza'];KB - Personal - účet;1000.0;1000.0;CZK;1.0;AirBank - Spořící;1000.0;1000.0;CZK;1.0;10:26;Transfer;Reconciled;
Transfer;2022-04-08;;['Vklad - Honza'];KB - Personal - účet;10000.0;10000.0;CZK;1.0;AirBank - Společný;10000.0;10000.0;CZK;1.0;10:05;Transfer;Reconciled;
Transfer;2022-04-08;;['Vklad - Honza'];KB - Personal - účet;40000.0;40000.0;CZK;1.0;AirBank - Spořící;40000.0;40000.0;CZK;1.0;10:04;Transfer;Reconciled;
Transfer;2022-04-07;;[];AirBank - Spořící;3700.0;3700.0;CZK;1.0;AirBank - Společný;3700.0;3700.0;CZK;1.0;16:26;Transfer;Reconciled;
Transfer;2022-04-07;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;09:07;Transfer;Reconciled;
Transfer;2022-04-05;;[];AirBank - Spořící;2090.0;2090.0;CZK;1.0;AirBank - Společný;2090.0;2090.0;CZK;1.0;10:47;Transfer;Reconciled;
Transfer;2022-04-04;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;20:23;Transfer;Reconciled;
Transfer;2022-04-03;;[];AirBank - Spořící;1500.0;1500.0;CZK;1.0;AirBank - Společný;1500.0;1500.0;CZK;1.0;21:37;Transfer;Reconciled;
Transfer;2022-04-03;;[];AirBank - Spořící;16100.0;16100.0;CZK;1.0;AirBank - Společný;16100.0;16100.0;CZK;1.0;13:33;Transfer;Reconciled;
Transfer;2022-04-03;;[];KB - Personal - účet;600.0;600.0;CZK;1.0;CZK;600.0;600.0;CZK;1.0;02:40;Transfer;Cleared;
Transfer;2022-04-01;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;13:41;Transfer;Reconciled;
Transfer;2022-03-29;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;12:03;Transfer;Reconciled;
Transfer;2022-03-25;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;10:42;Transfer;Reconciled;
Transfer;2022-03-25;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;10:32;Transfer;Reconciled;
Transfer;2022-03-22;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;19:37;Transfer;Reconciled;
Transfer;2022-03-22;;[];AirBank - Spořící;2000.0;2000.0;CZK;1.0;AirBank - Společný;2000.0;2000.0;CZK;1.0;17:19;Transfer;Reconciled;
Transfer;2022-03-21;;[];AirBank - Společný;1600.0;1600.0;CZK;1.0;CZK - Společný;1600.0;1600.0;CZK;1.0;07:28;Transfer;Reconciled;
Transfer;2022-03-15;;[];AirBank - Společný;1200.0;1200.0;CZK;1.0;CZK - Společný;1200.0;1200.0;CZK;1.0;16:19;Transfer;Reconciled;
Transfer;2022-03-15;Zaloha na Renault Laguna service, pojisteni, ruceni;['Renault Laguna', 'Vklad - Honza'];KB - Personal - účet;1000.0;1000.0;CZK;1.0;AirBank - Spořící;1000.0;1000.0;CZK;1.0;07:00;Transfer;Reconciled;
Transfer;2022-03-09;;['Vklad - Honza'];KB - Personal - účet;15000.0;15000.0;CZK;1.0;AirBank - Spořící;15000.0;15000.0;CZK;1.0;12:08;Transfer;Reconciled;
Transfer;2022-03-09;;['Vklad - Honza'];KB - Personal - účet;10000.0;10000.0;CZK;1.0;AirBank - Společný;10000.0;10000.0;CZK;1.0;12:08;Transfer;Reconciled;
Transfer;2022-03-08;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;09:52;Transfer;Reconciled;
Transfer;2022-03-07;;[];AirBank - Společný;20000.0;20000.0;CZK;1.0;CZK - Společný;20000.0;20000.0;CZK;1.0;16:54;Transfer;Reconciled;
Transfer;2022-03-07;;[];AirBank - Spořící;20000.0;20000.0;CZK;1.0;AirBank - Společný;20000.0;20000.0;CZK;1.0;16:50;Transfer;Reconciled;
Transfer;2022-03-05;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;16:32;Transfer;Reconciled;
Transfer;2022-03-03;;[];AirBank - Spořící;2000.0;2000.0;CZK;1.0;AirBank - Společný;2000.0;2000.0;CZK;1.0;18:43;Transfer;Reconciled;
Transfer;2022-03-02;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;12:35;Transfer;Reconciled;
Transfer;2022-02-27;;[];AirBank - Společný;2000.0;2000.0;CZK;1.0;AirBank - Spořící;2000.0;2000.0;CZK;1.0;13:55;Transfer;Reconciled;
Transfer;2022-02-26;;[];AirBank - Spořící;3000.0;3000.0;CZK;1.0;AirBank - Společný;3000.0;3000.0;CZK;1.0;20:59;Transfer;Reconciled;
Transfer;2022-02-26;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;12:53;Transfer;Reconciled;
Transfer;2022-02-25;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;20:19;Transfer;Reconciled;
Transfer;2022-02-25;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;08:37;Transfer;Reconciled;
Transfer;2022-02-24;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;12:24;Transfer;Reconciled;
Transfer;2022-02-22;;[];AirBank - Společný;5400.0;5400.0;CZK;1.0;CZK - Společný;5400.0;5400.0;CZK;1.0;16:04;Transfer;Reconciled;
Transfer;2022-02-22;;[];AirBank - Spořící;5400.0;5400.0;CZK;1.0;AirBank - Společný;5400.0;5400.0;CZK;1.0;16:02;Transfer;Reconciled;
Transfer;2022-02-21;;[];KB - Personal - účet;600.0;600.0;CZK;1.0;CZK;600.0;600.0;CZK;1.0;17:03;Transfer;Cleared;
Transfer;2022-02-19;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;08:40;Transfer;Reconciled;
Transfer;2022-02-18;;[];AirBank - Spořící;2000.0;2000.0;CZK;1.0;AirBank - Společný;2000.0;2000.0;CZK;1.0;18:50;Transfer;Reconciled;
Transfer;2022-02-18;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;08:32;Transfer;Reconciled;
Transfer;2022-02-17;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;10:25;Transfer;Reconciled;
Transfer;2022-02-14;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;12:14;Transfer;Reconciled;
Transfer;2022-02-09;Zaloha na Renault Laguna service, pojisteni, ruceni;['Renault Laguna', 'Vklad - Honza'];KB - Personal - účet;1000.0;1000.0;CZK;1.0;AirBank - Spořící;1000.0;1000.0;CZK;1.0;11:22;Transfer;Reconciled;
Transfer;2022-02-09;;['Vklad - Honza'];KB - Personal - účet;20000.0;20000.0;CZK;1.0;AirBank - Spořící;20000.0;20000.0;CZK;1.0;11:20;Transfer;Reconciled;
Transfer;2022-02-09;;['Vklad - Honza'];KB - Personal - účet;5000.0;5000.0;CZK;1.0;AirBank - Společný;5000.0;5000.0;CZK;1.0;11:20;Transfer;Reconciled;
Transfer;2022-02-08;;[];AirBank - Společný;15000.0;15000.0;CZK;1.0;CZK - Společný;15000.0;15000.0;CZK;1.0;18:27;Transfer;Reconciled;
Transfer;2022-02-08;;[];AirBank - Spořící;15000.0;15000.0;CZK;1.0;AirBank - Společný;15000.0;15000.0;CZK;1.0;18:26;Transfer;Reconciled;
Transfer;2022-02-08;;[];AirBank - Spořící;2060.0;2060.0;CZK;1.0;AirBank - Společný;2060.0;2060.0;CZK;1.0;18:11;Transfer;Reconciled;
Transfer;2022-02-08;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;15:35;Transfer;Reconciled;
Transfer;2022-02-08;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;09:44;Transfer;Reconciled;
Transfer;2022-02-05;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;08:49;Transfer;Reconciled;
Transfer;2022-02-04;;[];AirBank - Spořící;3183.0;3183.0;CZK;1.0;AirBank - Společný;3183.0;3183.0;CZK;1.0;13:37;Transfer;Reconciled;
Transfer;2022-02-03;;[];AirBank - Spořící;800.0;800.0;CZK;1.0;AirBank - Společný;800.0;800.0;CZK;1.0;08:43;Transfer;Reconciled;
Transfer;2022-02-02;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;10:24;Transfer;Reconciled;
Transfer;2022-01-31;;[];AirBank - Spořící;1700.0;1700.0;CZK;1.0;AirBank - Společný;1700.0;1700.0;CZK;1.0;19:02;Transfer;Reconciled;
Transfer;2022-01-25;;[];AirBank - Spořící;20000.0;20000.0;CZK;1.0;AirBank - Společný;20000.0;20000.0;CZK;1.0;10:55;Transfer;Reconciled;
Transfer;2022-01-24;;[];AirBank - Spořící;1722.0;1722.0;CZK;1.0;KB - Personal - účet;1722.0;1722.0;CZK;1.0;19:56;Transfer;Reconciled;
Transfer;2022-01-24;;[];AirBank - Spořící;2000.0;2000.0;CZK;1.0;AirBank - Společný;2000.0;2000.0;CZK;1.0;19:36;Transfer;Reconciled;
Transfer;2022-01-24;;[];AirBank - Společný;20000.0;20000.0;CZK;1.0;CZK - Společný;20000.0;20000.0;CZK;1.0;17:33;Transfer;Reconciled;
Transfer;2022-01-24;;[];AirBank - Spořící;20000.0;20000.0;CZK;1.0;AirBank - Společný;20000.0;20000.0;CZK;1.0;17:30;Transfer;Reconciled;
Transfer;2022-01-21;;[];KB - Personal - účet;600.0;600.0;CZK;1.0;CZK;600.0;600.0;CZK;1.0;14:38;Transfer;Cleared;
Transfer;2022-01-19;;[];AirBank - Spořící;2000.0;2000.0;CZK;1.0;AirBank - Společný;2000.0;2000.0;CZK;1.0;11:44;Transfer;Reconciled;
Transfer;2022-01-18;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;18:10;Transfer;Reconciled;
Transfer;2022-01-17;;[];KB - Personal - účet;400.0;400.0;CZK;1.0;CZK;400.0;400.0;CZK;1.0;18:03;Transfer;Cleared;
Transfer;2022-01-17;Zaloha na Renault Laguna service, pojisteni, ruceni;['Renault Laguna', 'Vklad - Honza'];KB - Personal - účet;1000.0;1000.0;CZK;1.0;AirBank - Spořící;1000.0;1000.0;CZK;1.0;09:11;Transfer;Reconciled;
Transfer;2022-01-16;;[];AirBank - Společný;25000.0;25000.0;CZK;1.0;CZK - Společný;25000.0;25000.0;CZK;1.0;14:39;Transfer;Reconciled;
Transfer;2022-01-16;;[];AirBank - Spořící;25000.0;25000.0;CZK;1.0;AirBank - Společný;25000.0;25000.0;CZK;1.0;14:39;Transfer;Reconciled;
Transfer;2022-01-13;;[];KB - Personal - účet;500.0;500.0;CZK;1.0;CZK;500.0;500.0;CZK;1.0;15:33;Transfer;Reconciled;
Transfer;2022-01-11;;['Vklad - Honza'];KB - Personal - účet;20000.0;20000.0;CZK;1.0;AirBank - Spořící;20000.0;20000.0;CZK;1.0;11:17;Transfer;Reconciled;
Transfer;2022-01-11;;['Vklad - Honza'];KB - Personal - účet;5000.0;5000.0;CZK;1.0;AirBank - Společný;5000.0;5000.0;CZK;1.0;11:17;Transfer;Reconciled;
Transfer;2022-01-10;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;16:27;Transfer;Reconciled;
Transfer;2022-01-10;;[];AirBank - Společný;2500.0;2500.0;CZK;1.0;CZK - Společný;2500.0;2500.0;CZK;1.0;16:15;Transfer;Reconciled;
Transfer;2022-01-10;;[];AirBank - Spořící;2430.0;2430.0;CZK;1.0;AirBank - Společný;2430.0;2430.0;CZK;1.0;16:10;Transfer;Reconciled;
Transfer;2022-01-09;;[];AirBank - Společný;1500.0;1500.0;CZK;1.0;CZK - Společný;1500.0;1500.0;CZK;1.0;09:42;Transfer;Reconciled;
Transfer;2022-01-09;;[];AirBank - Spořící;1500.0;1500.0;CZK;1.0;AirBank - Společný;1500.0;1500.0;CZK;1.0;09:24;Transfer;Reconciled;
Transfer;2022-01-07;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;14:56;Transfer;Reconciled;
Transfer;2022-01-07;;[];AirBank - Spořící;2000.0;2000.0;CZK;1.0;AirBank - Společný;2000.0;2000.0;CZK;1.0;08:44;Transfer;Reconciled;
Transfer;2022-01-06;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;17:45;Transfer;Reconciled;
Transfer;2022-01-05;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;20:17;Transfer;Reconciled;
Transfer;2022-01-05;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;11:19;Transfer;Reconciled;
Transfer;2021-12-29;;[];KB - Personal - účet;500.0;500.0;CZK;1.0;CZK;500.0;500.0;CZK;1.0;15:46;Transfer;Cleared;
Transfer;2021-12-28;;[];AirBank - Spořící;2046.0;2046.0;CZK;1.0;AirBank - Společný;2046.0;2046.0;CZK;1.0;19:14;Transfer;Reconciled;
Transfer;2021-12-19;;[];AirBank - Společný;1746.84;1746.84;CZK;1.0;AirBank - Spořící;1746.84;1746.84;CZK;1.0;12:29;Transfer;Reconciled;
Transfer;2021-12-19;Spatny nakup Republika;[];KB - Personal - účet;399.0;399.0;CZK;1.0;AirBank - Společný;399.0;399.0;CZK;1.0;10:52;Transfer;Reconciled;
Transfer;2021-12-19;;[];AirBank - Spořící;3000.0;3000.0;CZK;1.0;AirBank - Společný;3000.0;3000.0;CZK;1.0;10:48;Transfer;Reconciled;
Transfer;2021-12-16;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;11:42;Transfer;Reconciled;
Transfer;2021-12-15;;[];KB - Personal - účet;229.0;229.0;CZK;1.0;AirBank - Společný;229.0;229.0;CZK;1.0;17:13;Transfer;Reconciled;
Transfer;2021-12-15;Zaloha na Renault Laguna service, pojisteni, ruceni;['Renault Laguna', 'Vklad - Honza'];KB - Personal - účet;1000.0;1000.0;CZK;1.0;AirBank - Spořící;1000.0;1000.0;CZK;1.0;10:05;Transfer;Reconciled;
Transfer;2021-12-14;;[];AirBank - Společný;1503.18;1503.18;CZK;1.0;AirBank - Spořící;1503.18;1503.18;CZK;1.0;23:42;Transfer;Reconciled;
Transfer;2021-12-14;;[];AirBank - Spořící;5000.0;5000.0;CZK;1.0;AirBank - Společný;5000.0;5000.0;CZK;1.0;19:15;Transfer;Reconciled;
Transfer;2021-12-09;;['Vklad - Honza'];KB - Personal - účet;40000.0;40000.0;CZK;1.0;AirBank - Spořící;40000.0;40000.0;CZK;1.0;16:54;Transfer;Reconciled;
Transfer;2021-12-09;;['Vklad - Honza'];KB - Personal - účet;5000.0;5000.0;CZK;1.0;AirBank - Společný;5000.0;5000.0;CZK;1.0;16:54;Transfer;Reconciled;
Transfer;2021-12-09;;[];KB - Personal - účet;500.0;500.0;CZK;1.0;AirBank - Společný;500.0;500.0;CZK;1.0;07:00;Transfer;Reconciled;
Transfer;2021-12-08;;[];AirBank - Společný;1208.0;1208.0;CZK;1.0;AirBank - Spořící;1208.0;1208.0;CZK;1.0;22:01;Transfer;Reconciled;
Transfer;2021-12-08;;[];AirBank - Spořící;10000.0;10000.0;CZK;1.0;AirBank - Společný;10000.0;10000.0;CZK;1.0;16:54;Transfer;Reconciled;
Transfer;2021-12-06;;[];KB - Personal - účet;1000.0;1000.0;CZK;1.0;CZK;1000.0;1000.0;CZK;1.0;17:41;Transfer;Cleared;
Transfer;2021-12-06;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;13:33;Transfer;Reconciled;
Transfer;2021-12-04;;[];AirBank - Spořící;839.0;839.0;CZK;1.0;AirBank - Společný;839.0;839.0;CZK;1.0;22:29;Transfer;Reconciled;
Transfer;2021-12-04;;[];AirBank - Spořící;1626.0;1626.0;CZK;1.0;AirBank - Společný;1626.0;1626.0;CZK;1.0;21:47;Transfer;Reconciled;
Transfer;2021-12-03;;[];AirBank - Spořící;2000.0;2000.0;CZK;1.0;AirBank - Společný;2000.0;2000.0;CZK;1.0;14:53;Transfer;Reconciled;
Transfer;2021-12-02;;[];AirBank - Společný;3250.82;3250.82;CZK;1.0;AirBank - Spořící;3250.82;3250.82;CZK;1.0;21:51;Transfer;Reconciled;
Transfer;2021-12-02;;[];AirBank - Spořící;20000.0;20000.0;CZK;1.0;AirBank - Společný;20000.0;20000.0;CZK;1.0;08:53;Transfer;Reconciled;
Transfer;2021-12-01;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;17:51;Transfer;Reconciled;
Transfer;2021-12-01;;['Vklad - Honza'];KB - Personal - účet;700.0;700.0;CZK;1.0;AirBank - Spořící;700.0;700.0;CZK;1.0;17:25;Transfer;Reconciled;
Transfer;2021-11-30;;[];KB - Personal - účet;500.0;500.0;CZK;1.0;CZK;500.0;500.0;CZK;1.0;17:40;Transfer;Cleared;
Transfer;2021-11-28;;[];AirBank - Spořící;1730.0;1730.0;CZK;1.0;AirBank - Společný;1730.0;1730.0;CZK;1.0;16:53;Transfer;Reconciled;
Transfer;2021-11-28;;[];AirBank - Spořící;5000.0;5000.0;CZK;1.0;AirBank - Společný;5000.0;5000.0;CZK;1.0;14:04;Transfer;Reconciled;
Transfer;2021-11-27;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;11:22;Transfer;Reconciled;
Transfer;2021-11-22;;[];AirBank - Spořící;13067.0;13067.0;CZK;1.0;AirBank - Společný;13067.0;13067.0;CZK;1.0;18:20;Transfer;Reconciled;
Transfer;2021-11-19;;[];AirBank - Spořící;6000.0;6000.0;CZK;1.0;AirBank - Společný;6000.0;6000.0;CZK;1.0;08:25;Transfer;Reconciled;
Transfer;2021-11-15;;[];AirBank - Společný;1500.0;1500.0;CZK;1.0;CZK - Společný;1500.0;1500.0;CZK;1.0;12:30;Transfer;Reconciled;
Transfer;2021-11-15;;[];AirBank - Spořící;500.0;500.0;CZK;1.0;AirBank - Společný;500.0;500.0;CZK;1.0;12:29;Transfer;Reconciled;
Transfer;2021-11-15;;[];AirBank - Spořící;3000.0;3000.0;CZK;1.0;AirBank - Společný;3000.0;3000.0;CZK;1.0;09:53;Transfer;Reconciled;
Transfer;2021-11-14;;[];AirBank - Společný;11000.0;11000.0;CZK;1.0;CZK - Společný;11000.0;11000.0;CZK;1.0;12:38;Transfer;Reconciled;
Transfer;2021-11-14;;[];AirBank - Spořící;11000.0;11000.0;CZK;1.0;AirBank - Společný;11000.0;11000.0;CZK;1.0;10:00;Transfer;Reconciled;
Transfer;2021-11-10;;['Vklad - Honza'];KB - Personal - účet;20000.0;20000.0;CZK;1.0;AirBank - Spořící;20000.0;20000.0;CZK;1.0;07:53;Transfer;Reconciled;
Transfer;2021-11-10;;['Vklad - Honza'];KB - Personal - účet;5000.0;5000.0;CZK;1.0;AirBank - Společný;5000.0;5000.0;CZK;1.0;07:53;Transfer;Reconciled;
Transfer;2021-11-08;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;18:36;Transfer;Reconciled;
Transfer;2021-11-05;;[];KB - Personal - účet;1000.0;1000.0;CZK;1.0;CZK;1000.0;1000.0;CZK;1.0;16:05;Transfer;Cleared;
Transfer;2021-10-20;;[];KB - Personal - účet;1000.0;1000.0;CZK;1.0;CZK;1000.0;1000.0;CZK;1.0;16:35;Transfer;Cleared;
Transfer;2021-10-14;;[];KB - Personal - účet;600.0;600.0;CZK;1.0;CZK;600.0;600.0;CZK;1.0;17:50;Transfer;Cleared;
Transfer;2021-10-13;;[];KB - Personal - účet;500.0;500.0;CZK;1.0;CZK;500.0;500.0;CZK;1.0;10:53;Transfer;Cleared;
Transfer;2021-10-13;;[];KB - Personal - účet;500.0;500.0;CZK;1.0;CZK;500.0;500.0;CZK;1.0;10:53;Transfer;Cleared;
Transfer;2021-10-12;;[];KB - Personal - účet;7000.0;7000.0;CZK;1.0;CZK;7000.0;7000.0;CZK;1.0;16:56;Transfer;Cleared;
Transfer;2021-10-12;;['Vklad - Honza'];KB - Personal - účet;5000.0;5000.0;CZK;1.0;AirBank - Společný;5000.0;5000.0;CZK;1.0;08:24;Transfer;Reconciled;
Transfer;2021-10-12;;['2021 - Kréta', 'Dovolena: All'];KB - Personal - účet;410.0;410.0;CZK;1.0;AirBank - VASKO TechDesign;410.0;410.0;CZK;1.0;08:16;Transfer;Reconciled;
Transfer;2021-10-11;;[];AirBank - Spořící;580.0;580.0;CZK;1.0;AirBank - Společný;580.0;580.0;CZK;1.0;10:50;Transfer;Reconciled;
Transfer;2021-10-11;;[];AirBank - Spořící;1940.0;1940.0;CZK;1.0;AirBank - Společný;1940.0;1940.0;CZK;1.0;08:26;Transfer;Reconciled;
Transfer;2021-10-10;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;13:52;Transfer;Reconciled;
Transfer;2021-10-08;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;18:51;Transfer;Reconciled;
Transfer;2021-10-05;;[];KB - Personal - účet;200.0;200.0;CZK;1.0;CZK;200.0;200.0;CZK;1.0;18:06;Transfer;Cleared;
Transfer;2021-10-02;;[];AirBank - Spořící;2000.0;2000.0;CZK;1.0;AirBank - Společný;2000.0;2000.0;CZK;1.0;00:30;Transfer;Reconciled;
Transfer;2021-09-30;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;KB - Personal - účet;1000.0;1000.0;CZK;1.0;08:28;Transfer;Reconciled;
Transfer;2021-09-28;;['2021 - Šumava', 'Dovolena: All'];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;09:42;Transfer;Reconciled;
Transfer;2021-09-25;;['2021 - Šumava', 'Dovolena: All'];AirBank - Spořící;3000.0;3000.0;CZK;1.0;AirBank - Společný;3000.0;3000.0;CZK;1.0;18:41;Transfer;Reconciled;
Transfer;2021-09-15;;[];AirBank - Spořící;2000.0;2000.0;CZK;1.0;KB - Personal - účet;2000.0;2000.0;CZK;1.0;07:08;Transfer;Reconciled;
Transfer;2021-09-13;;['2021 - Šumava'];AirBank - Spořící;4214.97;4214.97;CZK;1.0;AirBank - Společný;4214.97;4214.97;CZK;1.0;11:08;Transfer;Reconciled;
Transfer;2021-09-09;;['Vklad - Honza'];KB - Personal - účet;5000.0;5000.0;CZK;1.0;AirBank - Společný;5000.0;5000.0;CZK;1.0;07:03;Transfer;Reconciled;
Transfer;2021-09-09;;['Vklad - Honza'];KB - Personal - účet;20000.0;20000.0;CZK;1.0;AirBank - Spořící;20000.0;20000.0;CZK;1.0;07:03;Transfer;Reconciled;
Transfer;2021-09-08;;[];CZK - Společný;100.0;100.0;CZK;1.0;CZK;100.0;100.0;CZK;1.0;17:00;Transfer;Reconciled;
Transfer;2021-08-18;;['2021 - Slovinsko', 'Dovolena: All'];AirBank - Spořící;3000.0;3000.0;CZK;1.0;AirBank - Společný;3000.0;3000.0;CZK;1.0;08:56;Transfer;Reconciled;
Transfer;2021-08-12;;['Vklad - Honza'];KB - Personal - účet;5000.0;5000.0;CZK;1.0;AirBank - Společný;5000.0;5000.0;CZK;1.0;07:11;Transfer;Reconciled;
Transfer;2021-08-12;;['Vklad - Honza'];KB - Personal - účet;15000.0;15000.0;CZK;1.0;AirBank - Spořící;15000.0;15000.0;CZK;1.0;07:11;Transfer;Reconciled;
Transfer;2021-08-11;;[];AirBank - Spořící;1653.0;1653.0;CZK;1.0;AirBank - Společný;1653.0;1653.0;CZK;1.0;17:56;Transfer;Reconciled;
Transfer;2021-08-11;;[];AirBank - Spořící;739.0;739.0;CZK;1.0;AirBank - Společný;739.0;739.0;CZK;1.0;12:23;Transfer;Reconciled;
Transfer;2021-08-11;;[];AirBank - Spořící;319.0;319.0;CZK;1.0;AirBank - Společný;319.0;319.0;CZK;1.0;08:28;Transfer;Reconciled;
Transfer;2021-08-10;;[];AirBank - Společný;1000.0;1000.0;CZK;1.0;CZK - Společný;1000.0;1000.0;CZK;1.0;17:41;Transfer;Reconciled;
