Type;Date;Time;Account;Amount;Amount_LCY;Currency;Category_1;Category_2;Category_3;Payee;Payment_type;Payment_Status;Labels;Notes
Expense;2016-11-14;00:00;KB - Personal - účet;4955.0;4955.0;CZK;Shopping;Home, garden;Bydlení,_accessories;Bauhaus;Debit card;Reconciled;['Byt - Těsná'];
Expense;2016-11-14;00:00;KB - Personal - účet;1500.0;1500.0;CZK;Housing;Energy, utilities;Elektřina;Eon;Debit card;Reconciled;['Byt - Těsná'];
Expense;2016-11-14;00:00;KB - Personal - účet;824.0;824.0;CZK;Shopping;Home, garden;Bydlení,_accessories;Bauhaus;Debit card;Reconciled;['Byt - Těsná'];
Expense;2016-11-14;00:00;KB - Personal - účet;773.8;773.8;CZK;Shopping;Clothes & shoes;Oblečení;Lidl;Debit card;Reconciled;[];
Expense;2016-11-14;00:00;KB - Personal - účet;450.0;450.0;CZK;Financial expenses;Insurances;Životní_pojištění;Komercni Banka;Debit card;Reconciled;['Byt - Těsná'];
Expense;2016-11-14;00:00;Stravenky;95.0;95.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2016-11-14;00:00;CZK;65.0;65.0;CZK;Shopping;Home, garden;Bydlení,_accessories;Hornbach;Cash;Reconciled;['Byt - Těsná'];
Expense;2016-11-14;00:00;CZK;43.0;43.0;CZK;Food & Drinks;Work;Svačina;Crocus;Cash;Reconciled;[];
Expense;2016-11-15;00:00;CZK;1500.0;1500.0;CZK;Life & Entertaiment;Services_-_General;;Ostatni;Cash;Reconciled;[];
Expense;2016-11-15;00:00;CZK;110.0;110.0;CZK;Food & Drinks;Groceries;Potraviny;Albert;Cash;Reconciled;[];
Expense;2016-11-15;00:00;Stravenky;100.0;100.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2016-11-15;00:00;CZK;30.0;30.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2016-11-15;00:00;CZK;28.0;28.0;CZK;Shopping;Home, garden;Bydlení,_accessories;Hornbach;Cash;Reconciled;['Byt - Těsná'];
Expense;2016-11-15;00:00;CZK;28.0;28.0;CZK;Food & Drinks;Work;Svačina;Crocus;Cash;Reconciled;[];
Income;2016-11-15;00:00;KB - Hypotéka;3269.61;3269.61;CZK;Income;Technical;Technical_-_Hypotéka_-_úmor;Komercni Banka;Transfer;Reconciled;[];
Expense;2016-11-15;00:00;KB - Personal - účet;4907.39;4907.39;CZK;Housing;Mortage, loans;Hypotéka_-_úrok;Komercni Banka;Debit card;Reconciled;['Byt - Těsná'];
Expense;2016-11-15;00:00;KB - Personal - účet;3269.61;3269.61;CZK;Housing;Mortage, loans;Hypotéka_-_úmor;Komercni Banka;Debit card;Reconciled;['Byt - Těsná'];
Expense;2016-11-16;00:00;KB - Personal - účet;1900.0;1900.0;CZK;Shopping;Home, garden;Bydlení,_accessories;Aukro;Debit card;Reconciled;['Byt - Těsná'];
Expense;2016-11-16;00:00;KB - Personal - účet;270.0;270.0;CZK;Shopping;Home, garden;Bydlení,_accessories;Hornbach;Debit card;Reconciled;['Byt - Těsná'];
Expense;2016-11-16;00:00;CZK;100.0;100.0;CZK;Food & Drinks;Občerstvení;Restaurace;Diamond bar;Cash;Reconciled;[];
Expense;2016-11-16;00:00;Stravenky;95.0;95.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2016-11-16;00:00;CZK;80.0;80.0;CZK;Food & Drinks;Občerstvení;Fastfood;Fastfood - no name;Cash;Reconciled;[];
Expense;2016-11-16;00:00;CZK;50.0;50.0;CZK;Life & Entertaiment;Services_-_General;;Ostatni;Cash;Reconciled;[];
Expense;2016-11-16;00:00;CZK;50.0;50.0;CZK;Life & Entertaiment;Free Time;Party;Savoy;Cash;Reconciled;[];
Expense;2016-11-17;00:00;CZK;229.0;229.0;CZK;Shopping;Home, garden;Bydlení,_accessories;Hornbach;Cash;Reconciled;['Byt - Těsná'];
Expense;2016-11-18;00:00;CZK;150.0;150.0;CZK;Life & Entertaiment;Active sport, fitness;Fitko;Fitko - Mismas;Cash;Reconciled;[];
Expense;2016-11-18;00:00;Stravenky;50.0;50.0;CZK;Food & Drinks;Občerstvení;Restaurace;Restaurace;Cash;Reconciled;[];
Expense;2016-11-18;00:00;CZK;40.0;40.0;CZK;Food & Drinks;Občerstvení;Restaurace;Restaurace;Cash;Reconciled;[];
Income;2016-11-18;00:00;CZK;100.0;100.0;CZK;Income;Gifts;Nálezy;;Cash;Reconciled;[];
Expense;2016-11-19;00:00;CZK;140.0;140.0;CZK;Life & Entertaiment;Free Time;Party;Savoy;Cash;Reconciled;[];
Expense;2016-11-19;00:00;CZK;110.0;110.0;CZK;Food & Drinks;Občerstvení;Fastfood;Fastfood - no name;Cash;Reconciled;[];
Expense;2016-11-20;00:00;Stravenky;250.0;250.0;CZK;Food & Drinks;Groceries;Potraviny;Albert;Cash;Reconciled;[];
Expense;2016-11-20;00:00;CZK;60.0;60.0;CZK;Food & Drinks;Občerstvení;Restaurace;Restaurace;Cash;Reconciled;[];
Expense;2016-11-20;00:00;CZK;40.0;40.0;CZK;Food & Drinks;Groceries;Alkohol;Albert;Cash;Reconciled;[];
Expense;2016-11-20;00:00;CZK;27.0;27.0;CZK;Food & Drinks;Groceries;Potraviny;Albert;Cash;Reconciled;[];
Income;2016-11-20;00:00;CZK;157.0;157.0;CZK;Income;Gifts;Nálezy;;Cash;Reconciled;[];
Expense;2016-11-21;00:00;KB - Personal - účet;290.7;290.7;CZK;Food & Drinks;Groceries;Potraviny;Albert;Debit card;Reconciled;[];
Expense;2016-11-21;00:00;CZK;200.0;200.0;CZK;Life & Entertaiment;Wellness, beauty;Kadeřník;Kadernictvi - Studio Belle;Cash;Reconciled;[];
Expense;2016-11-21;00:00;CZK;150.0;150.0;CZK;Life & Entertaiment;Active sport, fitness;Fitko;Fitko - Mismas;Cash;Reconciled;[];
Expense;2016-11-21;00:00;CZK;115.0;115.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2016-11-21;00:00;KB - Personal - účet;40.0;40.0;CZK;Shopping;Drug-store, chemist;Drogerie,_Hyg._potřeby;Albert;Debit card;Reconciled;[];
Expense;2016-11-21;00:00;CZK;15.0;15.0;CZK;Food & Drinks;Work;Svačina;Okay Market;Cash;Reconciled;[];
Income;2016-11-21;00:00;KB - Stavební spoření - úvěr 1;436.0;436.0;CZK;Income;Technical;Technical_-_Stavebko_-_úmor;Modra Pyramida;Transfer;Reconciled;[];
Income;2016-11-21;00:00;KB - Stavební spoření - úvěr 2;670.0;670.0;CZK;Income;Technical;Technical_-_Stavebko_-_úmor;Modra Pyramida;Transfer;Reconciled;[];
Expense;2016-11-21;00:00;KB - Personal - účet;2375.0;2375.0;CZK;Housing;Maintenance, repairs;Fond_Oprav;SVJ Tesna;Debit card;Reconciled;['Byt - Těsná'];
Expense;2016-11-21;00:00;KB - Personal - účet;210.0;210.0;CZK;Housing;Energy, utilities;Voda;SVJ Tesna;Debit card;Reconciled;['Byt - Těsná'];
Expense;2016-11-21;00:00;KB - Personal - účet;30.0;30.0;CZK;Housing;Energy, utilities;Elektřina;SVJ Tesna;Debit card;Reconciled;['Byt - Těsná'];
Expense;2016-11-21;00:00;KB - Personal - účet;207.92;207.92;CZK;Housing;Mortage, loans;Stavebko_-_úrok;Modra Pyramida;Debit card;Reconciled;['Byt - Těsná'];
Expense;2016-11-21;00:00;KB - Personal - účet;436.0;436.0;CZK;Housing;Mortage, loans;Stavebko_-_úmor;Modra Pyramida;Debit card;Reconciled;['Byt - Těsná'];
Expense;2016-11-21;00:00;KB - Personal - účet;748.5;748.5;CZK;Vehicle;Rentals, Loans;Vehicle_-_Půjčka_-_úrok;Modra Pyramida;Debit card;Reconciled;['Renault Laguna'];
Expense;2016-11-21;00:00;KB - Personal - účet;670.0;670.0;CZK;Vehicle;Rentals, Loans;Vehicle_-_Půjčka_-_úmor;Modra Pyramida;Debit card;Reconciled;['Renault Laguna'];
Expense;2016-11-22;00:00;KB - Personal - účet;2080.0;2080.0;CZK;Shopping;Home, garden;Bydlení,_accessories;Aukro;Debit card;Reconciled;['Byt - Těsná'];
Expense;2016-11-22;00:00;Stravenky;250.0;250.0;CZK;Food & Drinks;Groceries;Potraviny;Albert;Cash;Reconciled;[];
Expense;2016-11-22;00:00;CZK;100.0;100.0;CZK;Food & Drinks;Občerstvení;Restaurace;Restaurace;Cash;Reconciled;[];
Expense;2016-11-22;00:00;Stravenky;95.0;95.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2016-11-22;00:00;CZK;66.0;66.0;CZK;Food & Drinks;Work;Svačina;Okay Market;Cash;Reconciled;[];
Expense;2016-11-22;00:00;CZK;42.0;42.0;CZK;Food & Drinks;Groceries;Potraviny;Albert;Cash;Reconciled;[];
Expense;2016-11-23;00:00;Trezor;20000.0;20000.0;CZK;Financial expenses;Loan, interests;Osobní_půjčky_-_Expense;KM - Tomasovic Zbyna;Cash;Reconciled;[];
Expense;2016-11-23;00:00;CZK;629.0;629.0;CZK;Life & Entertaiment;Events_-_Culture,_Sports;Koncerty;Fleda;Cash;Reconciled;[];
Expense;2016-11-23;00:00;CZK;100.0;100.0;CZK;Shopping;Clothes & shoes;Boty;Deichmann;Cash;Reconciled;[];
Expense;2016-11-23;00:00;Stravenky;100.0;100.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2016-11-23;00:00;CZK;15.0;15.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Income;2016-11-23;00:00;CZK;860.0;860.0;CZK;Income;Refunds;Vratky;Bauhaus;Cash;Reconciled;[];
Expense;2016-11-24;00:00;CZK;230.0;230.0;CZK;Food & Drinks;Groceries;Potraviny;Albert;Cash;Reconciled;[];
Expense;2016-11-24;00:00;CZK;115.0;115.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2016-11-24;00:00;CZK;100.0;100.0;CZK;Food & Drinks;Občerstvení;Fastfood;Fastfood - no name;Cash;Reconciled;[];
Expense;2016-11-24;00:00;CZK;43.0;43.0;CZK;Food & Drinks;Work;Svačina;Crocus;Cash;Reconciled;[];
Expense;2016-11-24;00:00;CZK;40.0;40.0;CZK;Food & Drinks;Work;Svačina;Okay Market;Cash;Reconciled;[];
Expense;2016-11-25;00:00;CZK;125.0;125.0;CZK;Life & Entertaiment;Active sport, fitness;Fitko;Fitko- Pruvan;Cash;Reconciled;[];
Expense;2016-11-25;00:00;CZK;90.0;90.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2016-11-25;00:00;CZK;50.0;50.0;CZK;Food & Drinks;Work;Svačina;My Food;Cash;Reconciled;[];
Income;2016-11-25;00:00;KB - Personal - účet;3243.0;3243.0;CZK;Income;Wage, invoices;Služební_Cesty;Konica Minolta;Web payment;Reconciled;[];
Expense;2016-11-26;00:00;CZK;1700.0;1700.0;CZK;Shopping;Home, garden;Bydlení,_accessories;Hornbach;Cash;Reconciled;['Byt - Těsná'];
Expense;2016-11-26;00:00;KB - Personal - účet;336.12;336.12;CZK;Shopping;Home, garden;Bydlení,_accessories;Hornbach;Debit card;Reconciled;['Byt - Těsná'];
Expense;2016-11-26;00:00;CZK;200.0;200.0;CZK;Life & Entertaiment;Events_-_Culture,_Sports;Koncerty;Sono centrum;Cash;Reconciled;[];
Expense;2016-11-26;00:00;CZK;100.0;100.0;CZK;Food & Drinks;Občerstvení;Fastfood;Fastfood - no name;Cash;Reconciled;[];
Expense;2016-11-27;00:00;CZK;327.0;327.0;CZK;Food & Drinks;Groceries;Potraviny;Albert;Cash;Reconciled;[];
Expense;2016-11-28;00:00;CZK;500.0;500.0;CZK;Life & Entertaiment;Events_-_Culture,_Sports;Koncerty;Sono centrum;Cash;Reconciled;[];
Expense;2016-11-28;00:00;CZK;90.0;90.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2016-11-28;00:00;CZK;43.0;43.0;CZK;Food & Drinks;Work;Svačina;Crocus;Cash;Reconciled;[];
Expense;2016-11-29;00:00;CZK;990.0;990.0;CZK;Life & Entertaiment;Books, audio;Literatura;Ostatni;Cash;Reconciled;[];
Expense;2016-11-29;00:00;KB - Personal - účet;500.0;500.0;CZK;Life & Entertaiment;Wellness, beauty;Sauna;Sauna - Infinit;Debit card;Reconciled;[];Maximus Brno
Expense;2016-11-29;00:00;CZK;270.0;270.0;CZK;Food & Drinks;Občerstvení;Restaurace;Restaurace;Cash;Reconciled;[];
Expense;2016-11-29;00:00;KB - Personal - účet;175.0;175.0;CZK;Food & Drinks;Groceries;Potraviny;Albert;Debit card;Reconciled;[];
Expense;2016-11-29;00:00;CZK;122.0;122.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2016-11-29;00:00;CZK;40.0;40.0;CZK;Food & Drinks;Work;Svačina;My Food;Cash;Reconciled;[];
Expense;2016-11-29;00:00;CZK;23.0;23.0;CZK;Food & Drinks;Work;Svačina;Okay Market;Cash;Reconciled;[];
Expense;2016-11-30;00:00;Trezor;5000.0;5000.0;CZK;Financial expenses;Loan, interests;Osobní_půjčky_-_Expense;KM - Tomasovic Zbyna;Cash;Reconciled;[];
Expense;2016-11-30;00:00;CZK;3935.0;3935.0;CZK;Shopping;Home, garden;Bydlení,_accessories;Hornbach;Cash;Reconciled;['Byt - Těsná'];
Expense;2016-11-30;00:00;CZK;180.0;180.0;CZK;Life & Entertaiment;Events - General;Trhy,_Streetfood;Ostatni;Cash;Reconciled;[];
Expense;2016-11-30;00:00;CZK;90.0;90.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2016-11-30;00:00;CZK;85.0;85.0;CZK;Life & Entertaiment;Free Time;Party;Savoy;Cash;Reconciled;[];
Expense;2016-11-30;00:00;KB - Personal - účet;72.0;72.0;CZK;Financial expenses;Charges, Fees;Poplatek_za_výběr_z_bankomatu;Komercni Banka;Debit card;Reconciled;[];
Expense;2016-11-30;00:00;KB - Personal - účet;68.0;68.0;CZK;Financial expenses;Charges, Fees;Poplatek_za_vedení_účtu;Komercni Banka;Debit card;Reconciled;[];
Expense;2016-11-30;00:00;KB - Personal - účet;39.0;39.0;CZK;Financial expenses;Charges, Fees;Poplatek_za_transakce;Komercni Banka;Debit card;Reconciled;[];
Expense;2016-12-01;00:00;CZK;112.0;112.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2016-12-01;00:00;CZK;66.0;66.0;CZK;Food & Drinks;Work;Svačina;Okay Market;Cash;Reconciled;[];
Expense;2016-12-02;00:00;CZK;100.0;100.0;CZK;Food & Drinks;Groceries;Potraviny;Lidl;Cash;Reconciled;[];
Expense;2016-12-02;00:00;CZK;90.0;90.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2016-12-02;00:00;CZK;50.0;50.0;CZK;Food & Drinks;Work;Svačina;My Food;Cash;Reconciled;[];
Expense;2016-12-03;00:00;CZK;180.0;180.0;CZK;Food & Drinks;Občerstvení;Fastfood;Fastfood - no name;Cash;Reconciled;[];
Expense;2016-12-04;00:00;KB - Personal - účet;400.0;400.0;CZK;Financial expenses;Loan, interests;Osobní_půjčky_-_Expense;Konarikova Vendy;Debit card;Reconciled;[];
Expense;2016-12-04;00:00;KB - Personal - účet;400.0;400.0;CZK;Life & Entertaiment;Events_-_Culture,_Sports;Představení;Planetarium Brno;Debit card;Reconciled;[];
Expense;2016-12-04;00:00;CZK;248.0;248.0;CZK;Food & Drinks;Groceries;Potraviny;Albert;Cash;Reconciled;[];
Expense;2016-12-04;00:00;CZK;160.0;160.0;CZK;Food & Drinks;Občerstvení;Fastfood;Fastfood - no name;Cash;Reconciled;[];
Expense;2016-12-04;00:00;CZK;50.0;50.0;CZK;Shopping;Drug-store, chemist;Drogerie,_Hyg._potřeby;Albert;Cash;Reconciled;[];
Expense;2016-12-05;00:00;CZK;321.0;321.0;CZK;Life & Entertaiment;Events - General;Trhy,_Streetfood;Ostatni;Cash;Reconciled;[];
Expense;2016-12-05;00:00;CZK;90.0;90.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2016-12-05;00:00;CZK;50.0;50.0;CZK;Life & Entertaiment;Free Time;Party;Savoy;Cash;Reconciled;[];
Expense;2016-12-05;00:00;CZK;47.0;47.0;CZK;Food & Drinks;Work;Svačina;Crocus;Cash;Reconciled;[];
Expense;2016-12-05;00:00;CZK;35.0;35.0;CZK;Food & Drinks;Občerstvení;Fastfood;Fastfood - no name;Cash;Reconciled;[];
Expense;2016-12-06;00:00;CZK;90.0;90.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2016-12-06;00:00;CZK;50.0;50.0;CZK;Food & Drinks;Občerstvení;Restaurace;Restaurace;Cash;Reconciled;[];
Expense;2016-12-06;00:00;CZK;50.0;50.0;CZK;Food & Drinks;Work;Svačina;My Food;Cash;Reconciled;[];
Expense;2016-12-06;00:00;CZK;30.0;30.0;CZK;Food & Drinks;Work;Svačina;Okay Market;Cash;Reconciled;[];
Expense;2016-12-06;00:00;CZK;20.0;20.0;CZK;Food & Drinks;Občerstvení;Fastfood;Fastfood - no name;Cash;Reconciled;[];
Income;2016-12-06;00:00;CZK;400.0;400.0;CZK;Income;Lending, renting;Osobní_půjčky_-_Income;Konarikova Vendy;Cash;Reconciled;[];
Expense;2016-12-07;00:00;KB - Personal - účet;1280.0;1280.0;CZK;Shopping;Home, garden;Bydlení,_accessories;Aukro;Debit card;Reconciled;['Byt - Těsná'];
Expense;2016-12-07;00:00;CZK;300.0;300.0;CZK;Shopping;Clothes & shoes;Oblečení;H&M;Cash;Reconciled;[];
Expense;2016-12-07;00:00;CZK;150.0;150.0;CZK;Life & Entertaiment;Active sport, fitness;Fitko;Fitko - Mismas;Cash;Reconciled;[];
Expense;2016-12-07;00:00;CZK;85.0;85.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2016-12-07;00:00;CZK;23.0;23.0;CZK;Food & Drinks;Work;Svačina;Billa;Cash;Reconciled;[];
Expense;2016-12-07;00:00;CZK;17.0;17.0;CZK;Food & Drinks;Groceries;Potraviny;Albert;Cash;Reconciled;[];
Income;2016-12-07;00:00;Stravenky;1700.0;1700.0;CZK;Income;Wage, invoices;Stravenky;Konica Minolta;Cash;Reconciled;[];
Expense;2016-12-08;00:00;CZK;222.0;222.0;CZK;Food & Drinks;Groceries;Potraviny;Tesco;Cash;Reconciled;[];
Expense;2016-12-08;00:00;Stravenky;100.0;100.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2016-12-08;00:00;CZK;40.0;40.0;CZK;Food & Drinks;Work;Svačina;My Food;Cash;Reconciled;[];
Expense;2016-12-09;00:00;CZK;105.0;105.0;CZK;Life & Entertaiment;Active sport, fitness;Fitko;Fitko- Pruvan;Cash;Reconciled;[];
Expense;2016-12-09;00:00;Stravenky;100.0;100.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2016-12-09;00:00;CZK;80.0;80.0;CZK;Life & Entertaiment;Events - General;Trhy,_Streetfood;Ostatni;Cash;Reconciled;[];
Expense;2016-12-09;00:00;CZK;5.0;5.0;CZK;Shopping;Ostatní;;Okay Market;Cash;Reconciled;[];
Expense;2016-12-09;00:00;CZK;5.0;5.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Income;2016-12-09;00:00;CZK;80.0;80.0;CZK;Income;Gifts;Nálezy;;Cash;Reconciled;[];
Income;2016-12-09;00:00;KB - Personal - účet;32393.0;32393.0;CZK;Income;Wage, invoices;Výplata;Konica Minolta;Web payment;Reconciled;[];
Expense;2016-12-10;00:00;CZK;400.0;400.0;CZK;Life & Entertaiment;Events_-_Culture,_Sports;Koncerty;Metro;Cash;Reconciled;[];
Expense;2016-12-10;00:00;CZK;350.0;350.0;CZK;Food & Drinks;Občerstvení;Restaurace;Restaurace;Cash;Reconciled;[];
Expense;2016-12-10;00:00;CZK;349.0;349.0;CZK;Life & Entertaiment;Events - General;Trhy,_Streetfood;Ostatni;Cash;Reconciled;[];
Expense;2016-12-11;00:00;KB - Personal - účet;1147.0;1147.0;CZK;Shopping;Home, garden;Bydlení,_accessories;Hornbach;Debit card;Reconciled;['Byt - Těsná'];
Expense;2016-12-11;00:00;CZK;360.0;360.0;CZK;Transportation;Transport;Taxi;Taxi - Brno;Cash;Reconciled;[];
Expense;2016-12-11;00:00;CZK;40.0;40.0;CZK;Food & Drinks;Občerstvení;Fastfood;Fastfood - no name;Cash;Reconciled;[];
Expense;2016-12-11;00:00;CZK;25.0;25.0;CZK;Food & Drinks;Občerstvení;Fastfood;Fastfood - no name;Cash;Reconciled;[];
Expense;2016-12-12;00:00;CZK;270.0;270.0;CZK;Life & Entertaiment;Events_-_Culture,_Sports;Představení;Paradox;Cash;Reconciled;[];
Expense;2016-12-12;00:00;Stravenky;50.0;50.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2016-12-12;00:00;CZK;40.0;40.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2016-12-12;00:00;KB - Personal - účet;30.0;30.0;CZK;Food & Drinks;Občerstvení;Fastfood;Fastfood - no name;Debit card;Reconciled;[];
Expense;2016-12-12;00:00;CZK;11.0;11.0;CZK;Food & Drinks;Work;Svačina;Billa;Cash;Reconciled;[];
Expense;2016-12-13;00:00;KB - Personal - účet;1500.0;1500.0;CZK;Housing;Energy, utilities;Elektřina;Eon;Debit card;Reconciled;['Byt - Těsná'];
Expense;2016-12-13;00:00;CZK;980.0;980.0;CZK;Food & Drinks;Groceries;Doplňky_stravy;4Fitness;Cash;Reconciled;[];
Expense;2016-12-13;00:00;KB - Personal - účet;504.99;504.99;CZK;Communication, PC;Internet;;O2;Debit card;Reconciled;['Byt - Těsná'];
Expense;2016-12-13;00:00;CZK;350.0;350.0;CZK;Shopping;Clothes & shoes;Oblečení;H&M;Cash;Reconciled;[];
Expense;2016-12-13;00:00;KB - Personal - účet;193.7;193.7;CZK;Food & Drinks;Groceries;Potraviny;Albert;Debit card;Reconciled;[];
Expense;2016-12-13;00:00;CZK;150.0;150.0;CZK;Shopping;Clothes & shoes;Oblečení;Reserved;Cash;Reconciled;[];
Expense;2016-12-13;00:00;CZK;150.0;150.0;CZK;Life & Entertaiment;Active sport, fitness;Fitko;Fitko - Mismas;Cash;Reconciled;[];
Expense;2016-12-13;00:00;KB - Personal - účet;110.0;110.0;CZK;Shopping;Drug-store, chemist;Drogerie,_Hyg._potřeby;Albert;Debit card;Reconciled;[];
Expense;2016-12-13;00:00;Stravenky;100.0;100.0;CZK;Food & Drinks;Občerstvení;Restaurace;Hospoda - Zlata Lod;Cash;Reconciled;[];
Expense;2016-12-13;00:00;CZK;90.0;90.0;CZK;Life & Entertaiment;Free Time;Party;Savoy;Cash;Reconciled;[];
Expense;2016-12-13;00:00;CZK;30.0;30.0;CZK;Food & Drinks;Občerstvení;Restaurace;Hospoda - Zlata Lod;Cash;Reconciled;[];
Expense;2016-12-13;00:00;CZK;30.0;30.0;CZK;Life & Entertaiment;Services_-_General;;Ostatni;Cash;Reconciled;[];
Expense;2016-12-13;00:00;CZK;24.0;24.0;CZK;Food & Drinks;Groceries;Potraviny;Tesco;Cash;Reconciled;[];
Expense;2016-12-13;00:00;CZK;20.0;20.0;CZK;Food & Drinks;Groceries;Potraviny;Albert;Cash;Reconciled;[];
Expense;2016-12-14;00:00;CZK;100.0;100.0;CZK;Food & Drinks;Občerstvení;Fastfood;Fastfood - no name;Cash;Reconciled;[];
Expense;2016-12-14;00:00;CZK;50.0;50.0;CZK;Life & Entertaiment;Events - General;Trhy,_Streetfood;Ostatni;Cash;Reconciled;[];
Expense;2016-12-14;00:00;Stravenky;50.0;50.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2016-12-14;00:00;CZK;40.0;40.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
Expense;2016-12-14;00:00;CZK;17.0;17.0;CZK;Food & Drinks;Groceries;Potraviny;Albert;Cash;Reconciled;[];
Income;2016-12-14;00:00;Trezor;8000.0;8000.0;CZK;Income;Lending, renting;Osobní_půjčky_-_Income;KM - Tomasovic Zbyna;Cash;Reconciled;[];
Expense;2016-12-15;00:00;CZK;142.0;142.0;CZK;Life & Entertaiment;Active sport, fitness;PingPong;Hravy bar;Cash;Reconciled;[];
Expense;2016-12-15;00:00;CZK;130.0;130.0;CZK;Food & Drinks;Občerstvení;Restaurace;Momenta;Cash;Reconciled;[];
Expense;2016-12-15;00:00;CZK;74.0;74.0;CZK;Food & Drinks;Work;Oběd;IQ Restaurant;Cash;Reconciled;[];
