Type;Date;Time;From_Account;To_Account;From_Amount;From_Amount_LCY;To_Amount;To_Amount_LCY;From_Currency;To_Currency;Payment_type;Payment_Status;Labels;Notes
Transfer;2021-11-10;07:53;KB - Personal - účet;AirBank - Spořící;20000.0;20000.0;20000.0;20000.0;CZK;CZK;Transfer;Reconciled;['Vklad - Honza'];
Transfer;2021-11-10;07:53;KB - Personal - účet;AirBank - Společný;5000.0;5000.0;5000.0;5000.0;CZK;CZK;Transfer;Reconciled;['Vklad - Honza'];
Transfer;2021-11-14;10:00;AirBank - Spořící;AirBank - Společný;11000.0;11000.0;11000.0;11000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2021-11-14;12:38;AirBank - Společný;CZK - Společný;11000.0;11000.0;11000.0;11000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2021-11-15;09:53;AirBank - Spořící;AirBank - Společný;3000.0;3000.0;3000.0;3000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2021-11-15;12:29;AirBank - Spořící;AirBank - Společný;500.0;500.0;500.0;500.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2021-11-15;12:30;AirBank - Společný;CZK - Společný;1500.0;1500.0;1500.0;1500.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2021-11-19;08:25;AirBank - Spořící;AirBank - Společný;6000.0;6000.0;6000.0;6000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2021-11-22;18:20;AirBank - Spořící;AirBank - Společný;13067.0;13067.0;13067.0;13067.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2021-11-27;11:22;AirBank - Spořící;AirBank - Společný;1000.0;1000.0;1000.0;1000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2021-11-28;14:04;AirBank - Spořící;AirBank - Společný;5000.0;5000.0;5000.0;5000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2021-11-28;16:53;AirBank - Spořící;AirBank - Společný;1730.0;1730.0;1730.0;1730.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2021-11-30;17:40;KB - Personal - účet;CZK;500.0;500.0;500.0;500.0;CZK;CZK;Transfer;Cleared;[];
Transfer;2021-12-01;17:25;KB - Personal - účet;AirBank - Spořící;700.0;700.0;700.0;700.0;CZK;CZK;Transfer;Reconciled;['Vklad - Honza'];
Transfer;2021-12-01;17:51;AirBank - Spořící;AirBank - Společný;1000.0;1000.0;1000.0;1000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2021-12-02;08:53;AirBank - Spořící;AirBank - Společný;20000.0;20000.0;20000.0;20000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2021-12-02;21:51;AirBank - Společný;AirBank - Spořící;3250.82;3250.82;3250.82;3250.82;CZK;CZK;Transfer;Reconciled;[];
Transfer;2021-12-03;14:53;AirBank - Spořící;AirBank - Společný;2000.0;2000.0;2000.0;2000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2021-12-04;21:47;AirBank - Spořící;AirBank - Společný;1626.0;1626.0;1626.0;1626.0;CZK;CZK;Transfer;Reconciled;[];
